City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
329,Constitución,-35.3318,-72.4119,17.84,63,4,7.75,CL,2024-11-06
330,Bryne,58.7355,5.6478,9.97,84,75,2.06,NO,2024-11-06
331,Aného,6.2289,1.5938,27.34,78,5,3.87,TG,2024-11-06
332,Yola,9.2089,12.4802,26.99,65,0,0.0,NG,2024-11-06
333,Cologne,50.9384,6.96,8.86,90,100,1.03,DE,2024-11-06
334,Avarua,-21.2075,-159.7708,23.99,57,84,4.12,CK,2024-11-06
335,Bir El Djir,35.7199,-0.5675,19.73,82,40,2.57,DZ,2024-11-06
336,Midnapore,22.4207,87.327,22.79,73,0,1.68,IN,2024-11-06
337,Yubari,43.0563,141.9739,-3.32,98,77,1.07,JP,2024-11-06
338,Kavieng,-2.5735,150.7952,27.76,77,96,1.97,PG,2024-11-06
339,Uyovu,-3.3333,31.5229,17.89,92,77,1.41,TZ,2024-11-06
340,Lázaro Cárdenas,17.9595,-102.1987,29.49,66,11,3.69,MX,2024-11-06
341,Kimberley,-28.7383,24.7642,12.81,20,15,0.0,ZA,2024-11-06
342,Mukalla,14.5425,49.1231,25.92,75,1,2.2,YE,2024-11-06
343,Minas de Matahambre,22.5614,-83.9641,26.35,88,100,6.81,CU,2024-11-06
344,San Rafael del Sur,11.8465,-86.4389,26.9,82,100,3.53,NI,2024-11-06
345,Coronel Dorrego,-37.9763,-57.6021,19.94,75,0,2.06,AR,2024-11-06
346,Castillos,-34.2003,-53.8608,18.42,73,19,3.62,UY,2024-11-06
347,Puerto Madero,-34.6104,-58.3622,26.06,56,100,4.92,AR,2024-11-06
348,Cuito,-12.3831,16.9425,17.51,78,97,0.15,AO,2024-11-06
349,Hankasalmi,62.3905,26.4397,3.3,97,99,1.59,FI,2024-11-06
350,Bazarnyy Karabulak,52.2777,46.4107,-6.07,94,66,2.45,RU,2024-11-06
351,Barakani,-12.1386,44.4304,26.53,81,0,4.48,KM,2024-11-06
352,Formosa do Rio Preto,-11.0415,-45.1904,25.95,59,96,2.04,BR,2024-11-06
353,San Francisco de la Paz,14.8773,-86.1812,25.72,71,45,1.44,HN,2024-11-06
354,Dunkirk,51.0348,2.3773,11.08,90,100,0.45,FR,2024-11-06
355,Hasaki,35.753,140.8201,14.91,70,99,5.75,JP,2024-11-06
356,Parroquia Puerto Baquerizo Moreno,-0.9026,-89.6102,24.81,88,40,6.17,EC,2024-11-06
357,Sitka,57.0525,-135.3376,6.9,76,100,0.0,US,2024-11-06
358,Parham,52.1952,1.3739,11.02,69,99,1.9,GB,2024-11-06
359,Shahimardan,39.9966,71.8062,4.74,98,100,2.98,UZ,2024-11-06
360,Ash-Shinafiyah,31.582,44.6489,20.73,41,13,3.73,IQ,2024-11-06
361,Wuxue,29.847,115.5563,10.94,62,2,2.06,CN,2024-11-06
362,Mahina,-17.558,-149.4694,24.55,79,75,6.69,PF,2024-11-06
363,Kenai,60.5544,-151.2583,4.52,90,20,2.57,US,2024-11-06
364,Bangar,16.8938,120.423,25.14,86,100,3.1,PH,2024-11-06
365,Argo,33.6882,-86.5014,24.73,84,73,0.89,US,2024-11-06
366,ʻOhonua,-21.3413,-174.9561,24.04,61,94,5.7,TO,2024-11-06
367,Kruisfontein,-34.012,24.7433,11.44,77,35,1.59,ZA,2024-11-06
368,Latur,18.3983,76.5621,18.96,73,6,1.62,IN,2024-11-06
369,Freetown,8.479,-13.268,26.54,77,0,1.87,SL,2024-11-06
370,Watertown,42.3709,-71.1828,26.3,53,100,7.2,US,2024-11-06
371,Guácimo,10.2106,-83.6851,27.53,90,83,0.83,CR,2024-11-06
372,Pingyi County,35.5178,117.6097,6.95,57,0,2.22,CN,2024-11-06
373,Revda,56.8001,59.9087,-6.78,86,100,4.53,RU,2024-11-06
374,Phan Thiết City,10.931,108.1015,24.0,85,97,1.75,VN,2024-11-06
375,Shenjiamen Street,29.9479,122.2798,16.01,62,100,6.98,CN,2024-11-06
376,Nikolayevsk-on-Amur,53.1387,140.7249,-8.85,96,83,1.76,RU,2024-11-06
377,Lüderitz,-26.65,15.1573,14.48,73,4,0.99,NA,2024-11-06
378,Lycksele kommun,64.6,18.1667,2.08,83,100,4.12,SE,2024-11-06
379,Inhambane,-23.866,35.3844,23.65,81,93,5.55,MZ,2024-11-06
380,Phan Rang–Tháp Chàm,11.577,108.9865,23.99,88,100,3.35,VN,2024-11-06
381,Alo,-14.342,-178.042,25.07,77,47,10.36,WF,2024-11-06
382,Peniche,39.3558,-9.3811,20.11,87,43,3.41,PT,2024-11-06
383,Port Augusta,-32.4909,137.764,16.79,64,99,0.47,AU,2024-11-06
384,Greenville,34.8514,-82.3985,23.05,85,100,1.54,US,2024-11-06
385,Vera Cruz,-22.2213,-49.8243,24.59,76,78,2.46,BR,2024-11-06
386,Kotelnich,58.3057,48.3264,-4.79,92,100,3.0,RU,2024-11-06
387,Cockburn Town,21.4608,-71.14,27.9,75,26,9.73,TC,2024-11-06
388,Arinos,-15.9172,-46.1061,22.81,79,37,2.16,BR,2024-11-06
389,Tongliao City,43.6165,122.2602,-1.91,64,22,3.88,CN,2024-11-06
390,Bayanhongor,46.1937,100.7143,0.28,48,100,2.35,MN,2024-11-06
391,Selfoss,63.9368,-21.0035,2.86,97,100,8.75,IS,2024-11-06
392,Taltal,-25.4078,-70.4858,18.25,67,18,2.69,CL,2024-11-06
393,Megion,61.0354,76.1082,-4.0,70,100,7.92,RU,2024-11-06
394,Hwange,-18.3529,26.4987,25.57,52,32,1.97,ZW,2024-11-06
395,Las Lomas,36.8652,-121.7349,23.2,19,0,4.12,US,2024-11-06
396,Namtsy,62.7182,129.6642,-22.25,96,83,1.59,RU,2024-11-06
397,Ürümqi County,43.4198,87.3195,6.14,40,100,2.88,CN,2024-11-06
398,Amble,55.3338,-1.5839,13.08,94,100,2.57,GB,2024-11-06
399,Iskushuban,10.2828,50.2307,24.28,82,23,4.15,SO,2024-11-06
400,Lerwick,60.1531,-1.1427,11.48,95,92,3.64,GB,2024-11-06
401,Ridgecrest,35.6225,-117.6699,17.23,10,0,2.68,US,2024-11-06
402,Pyapon,16.1701,95.5452,22.15,97,100,3.92,MM,2024-11-06
403,Peace River,56.2337,-117.2911,10.58,61,0,9.26,CA,2024-11-06
404,Ararat,39.8553,44.6944,5.75,29,0,1.97,AM,2024-11-06
405,Sechura,-5.5575,-80.8223,23.81,63,97,7.42,PE,2024-11-06
406,Sassenburg,52.5098,10.6287,6.09,99,20,0.6,DE,2024-11-06
407,Bandon,43.1196,-124.4094,16.2,60,10,3.13,US,2024-11-06
408,Pran Buri,12.3877,99.9014,24.05,93,100,3.3,TH,2024-11-06
409,Belvedere Marittimo,39.618,15.8619,16.01,73,0,4.16,IT,2024-11-06
410,صخيرة,35.4638,8.8984,15.73,69,33,2.3,TN,2024-11-06
411,Hövsan,40.3679,50.0813,8.13,76,0,3.09,AZ,2024-11-06
412,Baiji,34.9307,43.4931,18.2,48,0,3.23,IQ,2024-11-06
413,Broken Hill,-31.965,141.4511,18.02,49,100,5.16,AU,2024-11-06
414,Town of Slave Lake,55.2811,-114.7718,6.0,70,0,0.0,CA,2024-11-06
415,Port Hedland,-20.3112,118.5801,25.02,73,2,2.06,AU,2024-11-06
416,Hilo CDP,19.7074,-155.0816,27.24,75,0,5.14,US,2024-11-06
417,Illizi,26.5042,8.4799,19.82,34,65,4.23,DZ,2024-11-06
418,Calvinia,-31.4694,19.7772,17.64,27,3,2.3,ZA,2024-11-06
419,Longboat Key,27.4125,-82.659,29.48,80,75,7.72,US,2024-11-06
420,Lhasa,29.6554,91.1705,-3.4,51,0,2.05,CN,2024-11-06
421,Mejit,10.2843,170.8699,28.8,81,100,9.72,MH,2024-11-06
422,Naze,5.452,7.0567,24.53,89,98,1.47,NG,2024-11-06
423,Philadelphia,39.9475,-75.1587,26.43,61,75,6.69,US,2024-11-06
424,Boguchany,58.3828,97.4616,-8.44,98,77,1.65,RU,2024-11-06
425,Udomlya,57.878,35.0042,3.37,92,100,4.04,RU,2024-11-06
426,Jiuquan,39.7321,98.4937,8.77,23,89,3.0,CN,2024-11-06
427,Lesnoy,55.0119,20.6171,5.05,93,100,4.0,RU,2024-11-06
428,Mount Pearl,47.5189,-52.8145,9.97,96,100,7.2,CA,2024-11-06
429,Mikun',62.3582,50.0822,-4.59,95,100,2.86,RU,2024-11-06
430,Villa Gesell,-37.2556,-56.9681,18.09,73,100,5.47,AR,2024-11-06
431,Hagere Selam,13.6497,39.1729,11.1,65,2,2.72,ET,2024-11-06
432,Mongomo,1.628,11.3119,20.58,98,100,0.32,GQ,2024-11-06
433,Juruti,-2.1571,-56.0901,35.03,33,96,0.58,BR,2024-11-06
434,Ola,35.0323,-93.2232,23.27,59,0,2.09,US,2024-11-06
435,Arteche,11.6821,124.8624,25.42,86,100,2.2,PH,2024-11-06
436,Mutuali,-14.84,37.0042,25.09,51,18,1.43,MZ,2024-11-06
437,Tamala,-26.8465,113.7765,14.59,77,10,7.53,AU,2024-11-06
438,Shingu,33.7241,135.993,11.36,79,0,2.6,JP,2024-11-06
439,Klyuchi,56.3182,160.8422,-14.31,80,65,1.61,RU,2024-11-06
440,Sinabang,2.4803,96.3801,25.63,81,100,1.27,ID,2024-11-06
441,Zorritos,-3.6805,-80.6797,22.8,75,57,3.53,PE,2024-11-06
442,Mugango,-10.5118,14.9079,16.57,96,100,0.49,AO,2024-11-06
443,Szczecinek,53.7023,16.7071,4.08,77,99,1.85,PL,2024-11-06
444,Chamdo City,31.145,97.1699,1.22,69,100,1.96,CN,2024-11-06
445,Huacho,-11.1085,-77.6103,20.66,77,67,4.27,PE,2024-11-06
446,Huarmey,-10.0687,-78.1522,20.99,78,97,4.03,PE,2024-11-06
447,Túpac Amaru Inca,-13.7134,-76.1491,20.42,73,40,6.17,PE,2024-11-06
448,Khovd,48.0006,91.6452,1.69,66,58,1.48,MN,2024-11-06
449,Chayan,35.3945,48.8152,7.49,35,55,1.09,IR,2024-11-06
450,Yoloten,37.2978,62.3595,8.27,69,100,3.46,TM,2024-11-06
451,North Battleford,52.7765,-108.2975,4.14,52,40,5.14,CA,2024-11-06
452,Orerokpe,5.6378,5.8897,25.86,87,100,1.55,NG,2024-11-06
453,Hobyo,5.3495,48.5264,26.69,80,24,4.74,SO,2024-11-06
454,Bastia,42.7009,9.4513,16.54,91,40,0.0,FR,2024-11-06
455,Bukoba,-1.3312,31.8126,21.08,73,54,1.65,TZ,2024-11-06
456,Padang,-0.9248,100.3633,24.55,88,100,1.8,ID,2024-11-06
457,Camana,-11.9873,-73.1218,25.25,85,90,0.45,PE,2024-11-06
458,San Antonio de Palé,-1.4014,5.6325,26.12,84,100,7.22,GQ,2024-11-06
459,New York,40.7127,-74.006,27.31,53,0,5.81,US,2024-11-06
460,Arawa,-6.2263,155.5651,27.95,80,43,0.47,PG,2024-11-06
461,Reggane,26.7207,0.1752,27.58,18,93,4.5,DZ,2024-11-06
462,Calama,-22.4624,-68.9272,24.22,5,0,9.77,CL,2024-11-06
463,Bandar Lampung,-5.4461,105.2644,22.69,92,98,0.6,ID,2024-11-06
464,Vila Franca do Campo,37.7172,-25.4335,18.27,99,9,2.92,PT,2024-11-06
465,Neiafu,-18.6516,-173.9833,24.38,60,75,4.12,TO,2024-11-06
466,Fada,9.5986,8.4422,19.41,42,0,1.68,NG,2024-11-06
467,Itaocara,-21.6725,-42.0799,23.16,80,45,1.27,BR,2024-11-06
468,Coahuayana de Hidalgo,18.6963,-103.662,30.54,62,25,2.86,MX,2024-11-06
469,Ryazhsk,53.7089,40.063,1.65,99,100,4.33,RU,2024-11-06
470,Labasa,-16.4333,179.3665,26.03,80,77,4.26,FJ,2024-11-06
471,Nishinoomote,30.7325,130.9971,19.26,62,44,8.42,JP,2024-11-06
472,Mercedes,-24.4505,-54.1647,25.55,79,96,0.86,BR,2024-11-06
473,Salalah,17.0175,54.1011,27.04,74,75,2.06,OM,2024-11-06
474,Les Cayes,18.1944,-73.7512,28.29,79,99,2.85,HT,2024-11-06
475,Puukan Laminusa,5.5542,120.913,27.78,76,94,0.55,PH,2024-11-06
476,Jijel,36.8167,5.7715,20.97,83,40,1.54,DZ,2024-11-06
477,Hammerfest,70.6413,23.8361,0.44,93,75,0.0,NO,2024-11-06
478,Adilabad,19.6759,78.534,20.07,71,39,1.01,IN,2024-11-06
479,Byron Bay,-28.6483,153.6178,23.72,75,44,4.69,AU,2024-11-06
480,Palapye,-22.5369,27.1235,20.09,80,73,7.18,BW,2024-11-06
481,Nar'yan-Mar,67.638,53.0071,-7.96,96,66,2.36,RU,2024-11-06
482,Malanje,-9.5484,16.3475,17.7,96,81,0.29,AO,2024-11-06
483,Cobija,-11.0185,-68.7538,30.25,74,75,2.06,BR,2024-11-06
484,Wewak,-3.5542,143.6271,25.3,90,73,2.5,PG,2024-11-06
485,Nacozari de García,30.3741,-109.6898,20.05,30,51,9.54,MX,2024-11-06
486,Vershino-Darasunskiy,52.366,115.5509,-8.58,80,100,0.61,RU,2024-11-06
487,Ocós,14.5104,-92.1943,28.88,76,100,4.89,GT,2024-11-06
488,Malvan,16.0606,73.4669,25.08,67,6,3.79,IN,2024-11-06
489,Coracora,-15.017,-73.7809,17.3,36,62,5.85,PE,2024-11-06
490,Salta,-24.7893,-65.4103,23.67,71,75,4.12,AR,2024-11-06
491,Umarkot,28.8212,70.145,27.81,31,0,4.1,PK,2024-11-06
492,Vangaindrano,-23.3503,47.6043,21.73,90,80,2.34,MG,2024-11-06
493,Kutum,14.2108,24.6496,19.56,26,0,5.57,SD,2024-11-06
494,Roseau,15.2992,-61.3873,28.06,75,100,0.72,DM,2024-11-06
495,Essaouira,31.5118,-9.7621,21.75,35,2,1.54,MA,2024-11-06
496,Vernal,40.4557,-109.5285,3.84,33,75,11.32,US,2024-11-06
497,Balcarce,-37.8462,-58.2552,19.34,66,99,5.19,AR,2024-11-06
498,pasni,30.2921,78.2453,12.13,69,0,2.64,IN,2024-11-06
499,Heinola,61.2027,26.0314,2.8,98,76,1.93,FI,2024-11-06
500,Kirillov,59.8591,38.3759,1.09,91,98,4.26,RU,2024-11-06
501,Badger,42.6144,-94.1462,12.72,66,0,0.45,US,2024-11-06
502,Madimba,-4.3131,15.3125,23.35,90,48,0.44,CD,2024-11-06
503,Tanda,44.2287,22.147,4.02,52,81,1.52,RS,2024-11-06
504,Nyurba,63.2866,118.3541,-11.39,95,100,3.34,RU,2024-11-06
505,Fort McMurray,56.7292,-111.3885,4.77,70,100,5.66,CA,2024-11-06
506,Heyuan,24.1015,115.0578,11.3,70,0,1.66,CN,2024-11-06
507,Jakobstad,63.6667,22.7,2.79,92,69,3.98,FI,2024-11-06
508,Makoua,9.9142,21.1261,24.64,30,1,2.46,TD,2024-11-06
509,El Abiodh Sidi Cheikh,32.8965,0.5464,17.28,52,0,1.05,DZ,2024-11-06
510,Eureka,40.7907,-124.1674,18.01,59,12,1.34,US,2024-11-06
511,Williams Lake,52.1293,-122.1397,9.86,53,75,7.2,CA,2024-11-06
512,Shevchenko,48.2219,37.1421,5.24,81,100,4.47,UA,2024-11-06
513,Uliastai,47.7416,96.8475,-1.28,62,4,2.79,MN,2024-11-06
514,Al Qusiya,27.439,30.8162,20.35,49,0,4.66,EG,2024-11-06
515,Cidreira,-30.1657,-50.2183,21.97,95,88,6.06,BR,2024-11-06
516,Areia Branca,-4.9507,-37.1263,28.26,65,99,10.56,BR,2024-11-06
517,Kataragama,6.4136,81.3324,23.83,86,3,1.31,LK,2024-11-06
518,Banaz,38.74,29.7532,4.63,54,0,4.52,TR,2024-11-06
519,Saint-Joseph,49.5345,-1.5298,10.31,100,100,5.14,FR,2024-11-06
520,Al-Fashir,13.6238,25.3556,23.75,21,5,5.32,SD,2024-11-06
521,Mazamari,-11.3288,-74.5307,27.33,75,98,0.59,PE,2024-11-06
522,Takoradi,4.8874,-1.7519,26.66,82,17,2.78,GH,2024-11-06
523,Viñales,22.6165,-83.709,25.52,88,100,10.04,CU,2024-11-06
524,Urangan,-25.2872,152.8981,24.21,78,23,7.46,AU,2024-11-06
525,Vilyuchinsk,52.9318,158.4054,-9.83,73,7,3.51,RU,2024-11-06
526,Guarujá,-23.9928,-46.2558,23.79,41,75,1.54,BR,2024-11-06
527,Sylvester,31.5262,-83.8366,24.58,98,100,1.71,US,2024-11-06
528,Sosnovo-Ozerskoye,52.5286,111.5381,-6.99,90,100,0.9,RU,2024-11-06
529,Manaure,11.7771,-72.4469,31.4,60,82,6.5,CO,2024-11-06
530,Nova Viçosa,-17.8908,-39.3725,24.23,80,5,4.37,BR,2024-11-06
531,Kayangel,8.0822,134.719,28.71,76,45,5.14,PW,2024-11-06
532,Kilindoni,-7.9114,39.6672,26.53,84,3,3.72,TZ,2024-11-06
533,Shahrak,34.1074,64.3052,7.65,44,11,1.43,AF,2024-11-06
534,Chaman,12.7435,102.2078,23.06,97,86,2.43,TH,2024-11-06
535,Amga,60.8942,131.98,-25.71,98,79,1.44,RU,2024-11-06
536,Székesfehérvár,47.191,18.4108,6.33,62,100,1.22,HU,2024-11-06
537,Southern Pines,35.174,-79.3923,27.8,57,20,1.54,US,2024-11-06
538,Mao,31.6835,103.8502,5.72,92,100,0.32,CN,2024-11-06
539,Paragominas,-2.9956,-47.3549,31.05,38,100,1.03,BR,2024-11-06
540,Fuvahmulah,-0.2948,73.4241,27.76,78,75,4.41,MV,2024-11-06
541,Pacific Grove,36.6211,-121.9178,22.96,42,0,3.09,US,2024-11-06
542,Altai,48.3036,89.5145,-4.52,90,98,2.26,MN,2024-11-06
543,La Malbaie,47.6575,-70.1539,8.71,83,48,2.34,CA,2024-11-06
544,Mukah,2.893,112.0913,24.26,93,100,2.47,MY,2024-11-06
545,Minab,27.1506,57.0753,25.71,62,0,1.02,IR,2024-11-06
546,Huéscar,37.8086,-2.5399,13.18,81,0,2.18,ES,2024-11-06
547,Senanga,-16.1041,23.3018,26.02,48,95,3.18,ZM,2024-11-06
548,Kuching,1.5574,110.344,24.41,98,40,0.0,MY,2024-11-06
549,Yinchuan City,38.4852,106.2262,9.66,43,0,0.76,CN,2024-11-06
550,Maan,30.2,35.7333,14.98,80,0,2.36,JO,2024-11-06
551,Podgorenskiy,50.4036,39.6388,2.31,99,100,4.43,RU,2024-11-06
552,São Vicente,-23.9604,-46.3847,23.88,36,75,1.54,BR,2024-11-06
553,Tibro kommun,58.4167,14.2,6.81,93,100,1.79,SE,2024-11-06
554,Zaozersk,69.4009,32.4413,0.59,89,100,6.7,RU,2024-11-06
555,Cody,44.5263,-109.0564,4.77,38,0,3.6,US,2024-11-06
556,Karyes,40.2572,24.245,11.84,47,28,8.45,GR,2024-11-06
557,Bara,48.4256,21.717,4.27,72,9,0.79,HU,2024-11-06
558,Rio Grande,-53.7857,-67.7016,9.02,49,40,10.29,AR,2024-11-06
559,Kasongo Lunda,-6.4786,16.8168,21.06,98,100,0.31,CD,2024-11-06
560,Greymouth,-42.4499,171.208,14.12,92,86,1.39,NZ,2024-11-06
561,Zhabinka,52.1941,24.02,4.21,60,7,2.89,BY,2024-11-06
562,Telêmaco Borba,-24.3283,-50.6318,21.61,97,97,0.86,BR,2024-11-06
563,Kununurra,-15.7731,128.7388,26.95,83,99,0.0,AU,2024-11-06
564,Erdenet,49.0275,104.0448,-2.14,56,100,1.16,MN,2024-11-06
565,Praia da Vitória,38.7392,-27.1563,12.4,72,20,4.07,PT,2024-11-06
566,Мильково,54.6904,158.6099,-12.37,84,10,1.11,RU,2024-11-06
567,Saint-Pierre,48.3833,7.4719,7.83,85,100,2.14,FR,2024-11-06
568,Saint Lawrence,36.0553,14.204,19.92,83,2,4.17,MT,2024-11-06
569,Siwa Oasis,29.2035,25.5192,21.03,52,80,6.09,EG,2024-11-06
570,Kota Tinggi,1.7337,103.9007,25.16,95,100,0.65,MY,2024-11-06
571,Wau,7.7001,27.9909,25.74,44,19,1.03,SS,2024-11-06
